,id,content,tokens,features,sentiment
2261,rosana-kalil,"I devised my invitation from a lot of research and to conclude I had the help of the Colorful Wings Conviteria. At the invitation begins the visual identity of the wedding ceremony, the dream come true. Falling chip...","['devised', 'invitation', 'lot', 'research', 'conclude', 'help', 'colorful', 'wings', 'conviteria', 'invitation', 'begins', 'visual', 'identity', 'wedding', 'ceremony', 'dream', 'come', 'true', 'falling', 'chip']","{'length': 151, 'lexdiv': 0.95, 'longestword': 'invitation', 'repeats(invitation)': 2, 'unigram(devised)': True, 'unigram(invitation)': True, 'unigram(lot)': True, 'unigram(research)': True, 'unigram(conclude)': True, 'unigram(help)': True, 'unigram(colorful)': True, 'unigram(wings)': True, 'unigram(conviteria)': True, 'unigram(begins)': True, 'unigram(visual)': True, 'unigram(identity)': True, 'unigram(wedding)': True, 'unigram(ceremony)': True, 'unigram(dream)': True, 'unigram(come)': True, 'unigram(true)': True, 'unigram(falling)': True, 'unigram(chip)': True, ""bigram(('devised', 'invitation'))"": True, ""bigram(('invitation', 'lot'))"": True, ""bigram(('lot', 'research'))"": True, ""bigram(('research', 'conclude'))"": True, ""bigram(('conclude', 'help'))"": True, ""bigram(('help', 'colorful'))"": True, ""bigram(('colorful', 'wings'))"": True, ""bigram(('wings', 'conviteria'))"": True, ""bigram(('conviteria', 'invitation'))"": True, ""bigram(('invitation', 'begins'))"": True, ""bigram(('begins', 'visual'))"": True, ""bigram(('visual', 'identity'))"": True, ""bigram(('identity', 'wedding'))"": True, ""bigram(('wedding', 'ceremony'))"": True, ""bigram(('ceremony', 'dream'))"": True, ""bigram(('dream', 'come'))"": True, ""bigram(('come', 'true'))"": True, ""bigram(('true', 'falling'))"": True, ""bigram(('falling', 'chip'))"": True, ""trigram(('devised', 'invitation', 'lot'))"": True, ""trigram(('invitation', 'lot', 'research'))"": True, ""trigram(('lot', 'research', 'conclude'))"": True, ""trigram(('research', 'conclude', 'help'))"": True, ""trigram(('conclude', 'help', 'colorful'))"": True, ""trigram(('help', 'colorful', 'wings'))"": True, ""trigram(('colorful', 'wings', 'conviteria'))"": True, ""trigram(('wings', 'conviteria', 'invitation'))"": True, ""trigram(('conviteria', 'invitation', 'begins'))"": True, ""trigram(('invitation', 'begins', 'visual'))"": True, ""trigram(('begins', 'visual', 'identity'))"": True, ""trigram(('visual', 'identity', 'wedding'))"": True, ""trigram(('identity', 'wedding', 'ceremony'))"": True, ""trigram(('wedding', 'ceremony', 'dream'))"": True, ""trigram(('ceremony', 'dream', 'come'))"": True, ""trigram(('dream', 'come', 'true'))"": True, ""trigram(('come', 'true', 'falling'))"": True, ""trigram(('true', 'falling', 'chip'))"": True}",relief
2262,diego-rhema,"Hey friends this will be our wedding list, some people were asking; how to gift us at our wedding? So I've been looking for a simple, practical way for you to give us a gift.","['hey', 'friends', 'wedding', 'list', 'people', 'asking', 'gift', 'us', 'wedding', 'ive', 'looking', 'simple', 'practical', 'way', 'give', 'us', 'gift']","{'length': 100, 'lexdiv': 0.8235294117647058, 'longestword': 'practical', 'repeats(wedding)': 2, 'repeats(gift)': 2, 'repeats(us)': 2, 'repeats(ive)': 2, 'unigram(hey)': True, 'unigram(friends)': True, 'unigram(wedding)': True, 'unigram(list)': True, 'unigram(people)': True, 'unigram(asking)': True, 'unigram(gift)': True, 'unigram(us)': True, 'unigram(ive)': True, 'unigram(looking)': True, 'unigram(simple)': True, 'unigram(practical)': True, 'unigram(way)': True, 'unigram(give)': True, ""bigram(('hey', 'friends'))"": True, ""bigram(('friends', 'wedding'))"": True, ""bigram(('wedding', 'list'))"": True, ""bigram(('list', 'people'))"": True, ""bigram(('people', 'asking'))"": True, ""bigram(('asking', 'gift'))"": True, ""bigram(('gift', 'us'))"": True, ""bigram(('us', 'wedding'))"": True, ""bigram(('wedding', 'ive'))"": True, ""bigram(('ive', 'looking'))"": True, ""bigram(('looking', 'simple'))"": True, ""bigram(('simple', 'practical'))"": True, ""bigram(('practical', 'way'))"": True, ""bigram(('way', 'give'))"": True, ""bigram(('give', 'us'))"": True, ""bigram(('us', 'gift'))"": True, ""trigram(('hey', 'friends', 'wedding'))"": True, ""trigram(('friends', 'wedding', 'list'))"": True, ""trigram(('wedding', 'list', 'people'))"": True, ""trigram(('list', 'people', 'asking'))"": True, ""trigram(('people', 'asking', 'gift'))"": True, ""trigram(('asking', 'gift', 'us'))"": True, ""trigram(('gift', 'us', 'wedding'))"": True, ""trigram(('us', 'wedding', 'ive'))"": True, ""trigram(('wedding', 'ive', 'looking'))"": True, ""trigram(('ive', 'looking', 'simple'))"": True, ""trigram(('looking', 'simple', 'practical'))"": True, ""trigram(('simple', 'practical', 'way'))"": True, ""trigram(('practical', 'way', 'give'))"": True, ""trigram(('way', 'give', 'us'))"": True, ""trigram(('give', 'us', 'gift'))"": True}",relief
2263,alberto-julyane,"Pre wedding done, now wait for the photos to be ready! #ansiedade1000","['pre', 'wedding', 'done', 'wait', 'photos', 'ready', 'ansiedade1000']","{'length': 48, 'lexdiv': 1.0, 'longestword': 'ansiedade1000', 'unigram(pre)': True, 'unigram(wedding)': True, 'unigram(done)': True, 'unigram(wait)': True, 'unigram(photos)': True, 'unigram(ready)': True, 'unigram(ansiedade1000)': True, ""bigram(('pre', 'wedding'))"": True, ""bigram(('wedding', 'done'))"": True, ""bigram(('done', 'wait'))"": True, ""bigram(('wait', 'photos'))"": True, ""bigram(('photos', 'ready'))"": True, ""bigram(('ready', 'ansiedade1000'))"": True, ""trigram(('pre', 'wedding', 'done'))"": True, ""trigram(('wedding', 'done', 'wait'))"": True, ""trigram(('done', 'wait', 'photos'))"": True, ""trigram(('wait', 'photos', 'ready'))"": True, ""trigram(('photos', 'ready', 'ansiedade1000'))"": True}",happiness
2264,marcelleecharles2018,4 days ❤,"['4', 'days', '❤']","{'length': 8, 'lexdiv': 1.0, 'longestword': 'days', 'unigram(4)': True, 'unigram(days)': True, 'unigram(❤)': True, ""bigram(('4', 'days'))"": True, ""bigram(('days', '❤'))"": True, ""trigram(('4', 'days', '❤'))"": True}",sadness
2265,adriana-jorge-2019,Forty days to go! Heart beating hard!,"['forty', 'days', 'go', 'heart', 'beating', 'hard']","{'length': 32, 'lexdiv': 1.0, 'longestword': 'beating', 'unigram(forty)': True, 'unigram(days)': True, 'unigram(go)': True, 'unigram(heart)': True, 'unigram(beating)': True, 'unigram(hard)': True, ""bigram(('forty', 'days'))"": True, ""bigram(('days', 'go'))"": True, ""bigram(('go', 'heart'))"": True, ""bigram(('heart', 'beating'))"": True, ""bigram(('beating', 'hard'))"": True, ""trigram(('forty', 'days', 'go'))"": True, ""trigram(('days', 'go', 'heart'))"": True, ""trigram(('go', 'heart', 'beating'))"": True, ""trigram(('heart', 'beating', 'hard'))"": True}",hate
2266,anna-diego-2018,22.12.2018,['22.12.2018'],"{'length': 10, 'lexdiv': 1.0, 'longestword': '2018', 'unigram(22.12.2018)': True}",neutral
2267,anaealex2019,"Brides, I'm in doubt about the list of cash gifts. Can anyone explain to me, what are the quotas? : D","['brides', 'im', 'doubt', 'list', 'cash', 'gifts', 'anyone', 'explain', 'quotas']","{'length': 53, 'lexdiv': 1.0, 'longestword': 'explain', 'unigram(brides)': True, 'unigram(im)': True, 'unigram(doubt)': True, 'unigram(list)': True, 'unigram(cash)': True, 'unigram(gifts)': True, 'unigram(anyone)': True, 'unigram(explain)': True, 'unigram(quotas)': True, ""bigram(('brides', 'im'))"": True, ""bigram(('im', 'doubt'))"": True, ""bigram(('doubt', 'list'))"": True, ""bigram(('list', 'cash'))"": True, ""bigram(('cash', 'gifts'))"": True, ""bigram(('gifts', 'anyone'))"": True, ""bigram(('anyone', 'explain'))"": True, ""bigram(('explain', 'quotas'))"": True, ""trigram(('brides', 'im', 'doubt'))"": True, ""trigram(('im', 'doubt', 'list'))"": True, ""trigram(('doubt', 'list', 'cash'))"": True, ""trigram(('list', 'cash', 'gifts'))"": True, ""trigram(('cash', 'gifts', 'anyone'))"": True, ""trigram(('gifts', 'anyone', 'explain'))"": True, ""trigram(('anyone', 'explain', 'quotas'))"": True}",relief
2268,marigabi2018,"Marriage was from Karina Bacchi and Amaury Nunes, but I can only look is for Enrico * - * MTO FUFO THIS BABY!","['marriage', 'karina', 'bacchi', 'amaury', 'nunes', 'look', 'enrico', 'mto', 'fufo', 'baby']","{'length': 61, 'lexdiv': 1.0, 'longestword': 'marriage', 'unigram(marriage)': True, 'unigram(karina)': True, 'unigram(bacchi)': True, 'unigram(amaury)': True, 'unigram(nunes)': True, 'unigram(look)': True, 'unigram(enrico)': True, 'unigram(mto)': True, 'unigram(fufo)': True, 'unigram(baby)': True, ""bigram(('marriage', 'karina'))"": True, ""bigram(('karina', 'bacchi'))"": True, ""bigram(('bacchi', 'amaury'))"": True, ""bigram(('amaury', 'nunes'))"": True, ""bigram(('nunes', 'look'))"": True, ""bigram(('look', 'enrico'))"": True, ""bigram(('enrico', 'mto'))"": True, ""bigram(('mto', 'fufo'))"": True, ""bigram(('fufo', 'baby'))"": True, ""trigram(('marriage', 'karina', 'bacchi'))"": True, ""trigram(('karina', 'bacchi', 'amaury'))"": True, ""trigram(('bacchi', 'amaury', 'nunes'))"": True, ""trigram(('amaury', 'nunes', 'look'))"": True, ""trigram(('nunes', 'look', 'enrico'))"": True, ""trigram(('look', 'enrico', 'mto'))"": True, ""trigram(('enrico', 'mto', 'fufo'))"": True, ""trigram(('mto', 'fufo', 'baby'))"": True}",worry
2269,tayna-phillipe,Those were our invitations!!! We love 😍,"['invitations', 'love', '😍']","{'length': 18, 'lexdiv': 1.0, 'longestword': 'invitations', 'unigram(invitations)': True, 'unigram(love)': True, 'unigram(😍)': True, ""bigram(('invitations', 'love'))"": True, ""bigram(('love', '😍'))"": True, ""trigram(('invitations', 'love', '😍'))"": True}",happiness
2270,paula-bruno-2018,14 diasssss... containing anxiety!!!,"['14', 'diasssss', 'containing', 'anxiety']","{'length': 30, 'lexdiv': 1.0, 'longestword': 'containing', 'unigram(14)': True, 'unigram(diasssss)': True, 'unigram(containing)': True, 'unigram(anxiety)': True, ""bigram(('14', 'diasssss'))"": True, ""bigram(('diasssss', 'containing'))"": True, ""bigram(('containing', 'anxiety'))"": True, ""trigram(('14', 'diasssss', 'containing'))"": True, ""trigram(('diasssss', 'containing', 'anxiety'))"": True}",worry
2271,heloize-paulo,More than special moment! My advice is simple... Enjoy it. It goes by too fast! But without a doubt it will be an unforgettable day!,"['special', 'moment', 'advice', 'simple', 'enjoy', 'goes', 'fast', 'without', 'doubt', 'unforgettable', 'day']","{'length': 76, 'lexdiv': 1.0, 'longestword': 'unforgettable', 'unigram(special)': True, 'unigram(moment)': True, 'unigram(advice)': True, 'unigram(simple)': True, 'unigram(enjoy)': True, 'unigram(goes)': True, 'unigram(fast)': True, 'unigram(without)': True, 'unigram(doubt)': True, 'unigram(unforgettable)': True, 'unigram(day)': True, ""bigram(('special', 'moment'))"": True, ""bigram(('moment', 'advice'))"": True, ""bigram(('advice', 'simple'))"": True, ""bigram(('simple', 'enjoy'))"": True, ""bigram(('enjoy', 'goes'))"": True, ""bigram(('goes', 'fast'))"": True, ""bigram(('fast', 'without'))"": True, ""bigram(('without', 'doubt'))"": True, ""bigram(('doubt', 'unforgettable'))"": True, ""bigram(('unforgettable', 'day'))"": True, ""trigram(('special', 'moment', 'advice'))"": True, ""trigram(('moment', 'advice', 'simple'))"": True, ""trigram(('advice', 'simple', 'enjoy'))"": True, ""trigram(('simple', 'enjoy', 'goes'))"": True, ""trigram(('enjoy', 'goes', 'fast'))"": True, ""trigram(('goes', 'fast', 'without'))"": True, ""trigram(('fast', 'without', 'doubt'))"": True, ""trigram(('without', 'doubt', 'unforgettable'))"": True, ""trigram(('doubt', 'unforgettable', 'day'))"": True}",relief
2272,marcia-jreis,Our top has arrived... We love beautiful. Coming to the old. 😍,"['top', 'arrived', 'love', 'beautiful', 'coming', 'old', '😍']","{'length': 39, 'lexdiv': 1.0, 'longestword': 'beautiful', 'unigram(top)': True, 'unigram(arrived)': True, 'unigram(love)': True, 'unigram(beautiful)': True, 'unigram(coming)': True, 'unigram(old)': True, 'unigram(😍)': True, ""bigram(('top', 'arrived'))"": True, ""bigram(('arrived', 'love'))"": True, ""bigram(('love', 'beautiful'))"": True, ""bigram(('beautiful', 'coming'))"": True, ""bigram(('coming', 'old'))"": True, ""bigram(('old', '😍'))"": True, ""trigram(('top', 'arrived', 'love'))"": True, ""trigram(('arrived', 'love', 'beautiful'))"": True, ""trigram(('love', 'beautiful', 'coming'))"": True, ""trigram(('beautiful', 'coming', 'old'))"": True, ""trigram(('coming', 'old', '😍'))"": True}",love
2273,isabela-bruno-02-11-2019,It's worth just waiting in God.,"['worth', 'waiting', 'god']","{'length': 17, 'lexdiv': 1.0, 'longestword': 'waiting', 'unigram(worth)': True, 'unigram(waiting)': True, 'unigram(god)': True, ""bigram(('worth', 'waiting'))"": True, ""bigram(('waiting', 'god'))"": True, ""trigram(('worth', 'waiting', 'god'))"": True}",worry
2274,mayara-zacarias,Our essay,['essay'],"{'length': 5, 'lexdiv': 1.0, 'longestword': 'essay', 'unigram(essay)': True}",worry
2275,mayara-zacarias,We will sing victory.,"['sing', 'victory']","{'length': 12, 'lexdiv': 1.0, 'longestword': 'victory', 'unigram(sing)': True, 'unigram(victory)': True, ""bigram(('sing', 'victory'))"": True}",happiness
2276,thalita-fabio,Save The Date!,"['save', 'date']","{'length': 9, 'lexdiv': 1.0, 'longestword': 'date', 'unigram(save)': True, 'unigram(date)': True, ""bigram(('save', 'date'))"": True}",neutral
2277,renan-karolina-27-04-2019,NEOQUEAV,['neoqueav'],"{'length': 8, 'lexdiv': 1.0, 'longestword': 'neoqueav', 'unigram(neoqueav)': True}",neutral
2278,camilla-neilton,"God has been present in everything and I just have to thank you, it's happening better than I imagined. 😍","['god', 'present', 'everything', 'thank', 'happening', 'better', 'imagined', '😍']","{'length': 56, 'lexdiv': 1.0, 'longestword': 'everything', 'unigram(god)': True, 'unigram(present)': True, 'unigram(everything)': True, 'unigram(thank)': True, 'unigram(happening)': True, 'unigram(better)': True, 'unigram(imagined)': True, 'unigram(😍)': True, ""bigram(('god', 'present'))"": True, ""bigram(('present', 'everything'))"": True, ""bigram(('everything', 'thank'))"": True, ""bigram(('thank', 'happening'))"": True, ""bigram(('happening', 'better'))"": True, ""bigram(('better', 'imagined'))"": True, ""bigram(('imagined', '😍'))"": True, ""trigram(('god', 'present', 'everything'))"": True, ""trigram(('present', 'everything', 'thank'))"": True, ""trigram(('everything', 'thank', 'happening'))"": True, ""trigram(('thank', 'happening', 'better'))"": True, ""trigram(('happening', 'better', 'imagined'))"": True, ""trigram(('better', 'imagined', '😍'))"": True}",relief
2279,brunno-thayana,"Our Lady of Fatima, pray for us 🙌","['lady', 'fatima', 'pray', 'us', '🙌']","{'length': 21, 'lexdiv': 1.0, 'longestword': 'fatima', 'unigram(lady)': True, 'unigram(fatima)': True, 'unigram(pray)': True, 'unigram(us)': True, 'unigram(🙌)': True, ""bigram(('lady', 'fatima'))"": True, ""bigram(('fatima', 'pray'))"": True, ""bigram(('pray', 'us'))"": True, ""bigram(('us', '🙌'))"": True, ""trigram(('lady', 'fatima', 'pray'))"": True, ""trigram(('fatima', 'pray', 'us'))"": True, ""trigram(('pray', 'us', '🙌'))"": True}",happiness
2280,bruna-bruno-08-12-2018,Details... ❤️,"['details', '❤️']","{'length': 10, 'lexdiv': 1.0, 'longestword': 'details', 'unigram(details)': True, 'unigram(❤️)': True, ""bigram(('details', '❤️'))"": True}",neutral
2281,bruna-bruno-08-12-2018,Anxiety... Just 10 more days. ❤️😍👏,"['anxiety', '10', 'days', '❤️😍👏']","{'length': 20, 'lexdiv': 1.0, 'longestword': 'anxiety', 'unigram(anxiety)': True, 'unigram(10)': True, 'unigram(days)': True, 'unigram(❤️😍👏)': True, ""bigram(('anxiety', '10'))"": True, ""bigram(('10', 'days'))"": True, ""bigram(('days', '❤️😍👏'))"": True, ""trigram(('anxiety', '10', 'days'))"": True, ""trigram(('10', 'days', '❤️😍👏'))"": True}",worry
2282,kelly-fernando-2020,UNITED FAMILY,"['united', 'family']","{'length': 13, 'lexdiv': 1.0, 'longestword': 'family', 'unigram(united)': True, 'unigram(family)': True, ""bigram(('united', 'family'))"": True}",love
2283,manuevictor,"We are young, young with purpose! Love spoke louder and we will get married very soon!","['young', 'young', 'purpose', 'love', 'spoke', 'louder', 'get', 'married', 'soon']","{'length': 54, 'lexdiv': 0.8888888888888888, 'longestword': 'married', 'repeats(young)': 2, 'unigram(young)': True, 'unigram(purpose)': True, 'unigram(love)': True, 'unigram(spoke)': True, 'unigram(louder)': True, 'unigram(get)': True, 'unigram(married)': True, 'unigram(soon)': True, ""bigram(('young', 'young'))"": True, ""bigram(('young', 'purpose'))"": True, ""bigram(('purpose', 'love'))"": True, ""bigram(('love', 'spoke'))"": True, ""bigram(('spoke', 'louder'))"": True, ""bigram(('louder', 'get'))"": True, ""bigram(('get', 'married'))"": True, ""bigram(('married', 'soon'))"": True, ""trigram(('young', 'young', 'purpose'))"": True, ""trigram(('young', 'purpose', 'love'))"": True, ""trigram(('purpose', 'love', 'spoke'))"": True, ""trigram(('love', 'spoke', 'louder'))"": True, ""trigram(('spoke', 'louder', 'get'))"": True, ""trigram(('louder', 'get', 'married'))"": True, ""trigram(('get', 'married', 'soon'))"": True}",love
2284,karen-lucas-13-12-2018,Arrived girls ❤️ Come day 13 Little Lack ❤️,"['arrived', 'girls', '❤️', 'come', 'day', '13', 'little', 'lack', '❤️']","{'length': 43, 'lexdiv': 0.8888888888888888, 'longestword': 'arrived', 'repeats(❤️)': 2, 'unigram(arrived)': True, 'unigram(girls)': True, 'unigram(❤️)': True, 'unigram(come)': True, 'unigram(day)': True, 'unigram(13)': True, 'unigram(little)': True, 'unigram(lack)': True, ""bigram(('arrived', 'girls'))"": True, ""bigram(('girls', '❤️'))"": True, ""bigram(('❤️', 'come'))"": True, ""bigram(('come', 'day'))"": True, ""bigram(('day', '13'))"": True, ""bigram(('13', 'little'))"": True, ""bigram(('little', 'lack'))"": True, ""bigram(('lack', '❤️'))"": True, ""trigram(('arrived', 'girls', '❤️'))"": True, ""trigram(('girls', '❤️', 'come'))"": True, ""trigram(('❤️', 'come', 'day'))"": True, ""trigram(('come', 'day', '13'))"": True, ""trigram(('day', '13', 'little'))"": True, ""trigram(('13', 'little', 'lack'))"": True, ""trigram(('little', 'lack', '❤️'))"": True}",sadness
2285,giovanna-diego-2019,Mixed Kitchen Tea!!,"['mixed', 'kitchen', 'tea']","{'length': 17, 'lexdiv': 1.0, 'longestword': 'kitchen', 'unigram(mixed)': True, 'unigram(kitchen)': True, 'unigram(tea)': True, ""bigram(('mixed', 'kitchen'))"": True, ""bigram(('kitchen', 'tea'))"": True, ""trigram(('mixed', 'kitchen', 'tea'))"": True}",happiness
2286,rosana-kalil,"Make the most of every detail of the preparation of the wedding and do not let anything and anyone take you away from this climate of joy, hope and fulfilled dreams.","['make', 'every', 'detail', 'preparation', 'wedding', 'let', 'anything', 'anyone', 'take', 'away', 'climate', 'joy', 'hope', 'fulfilled', 'dreams']","{'length': 101, 'lexdiv': 1.0, 'longestword': 'preparation', 'unigram(make)': True, 'unigram(every)': True, 'unigram(detail)': True, 'unigram(preparation)': True, 'unigram(wedding)': True, 'unigram(let)': True, 'unigram(anything)': True, 'unigram(anyone)': True, 'unigram(take)': True, 'unigram(away)': True, 'unigram(climate)': True, 'unigram(joy)': True, 'unigram(hope)': True, 'unigram(fulfilled)': True, 'unigram(dreams)': True, ""bigram(('make', 'every'))"": True, ""bigram(('every', 'detail'))"": True, ""bigram(('detail', 'preparation'))"": True, ""bigram(('preparation', 'wedding'))"": True, ""bigram(('wedding', 'let'))"": True, ""bigram(('let', 'anything'))"": True, ""bigram(('anything', 'anyone'))"": True, ""bigram(('anyone', 'take'))"": True, ""bigram(('take', 'away'))"": True, ""bigram(('away', 'climate'))"": True, ""bigram(('climate', 'joy'))"": True, ""bigram(('joy', 'hope'))"": True, ""bigram(('hope', 'fulfilled'))"": True, ""bigram(('fulfilled', 'dreams'))"": True, ""trigram(('make', 'every', 'detail'))"": True, ""trigram(('every', 'detail', 'preparation'))"": True, ""trigram(('detail', 'preparation', 'wedding'))"": True, ""trigram(('preparation', 'wedding', 'let'))"": True, ""trigram(('wedding', 'let', 'anything'))"": True, ""trigram(('let', 'anything', 'anyone'))"": True, ""trigram(('anything', 'anyone', 'take'))"": True, ""trigram(('anyone', 'take', 'away'))"": True, ""trigram(('take', 'away', 'climate'))"": True, ""trigram(('away', 'climate', 'joy'))"": True, ""trigram(('climate', 'joy', 'hope'))"": True, ""trigram(('joy', 'hope', 'fulfilled'))"": True, ""trigram(('hope', 'fulfilled', 'dreams'))"": True}",relief
2287,fatimaebruno,50 days...,"['50', 'days']","{'length': 7, 'lexdiv': 1.0, 'longestword': 'days', 'unigram(50)': True, 'unigram(days)': True, ""bigram(('50', 'days'))"": True}",sadness
2288,bruna-bruno-08-12-2018,These are our brides ❤️,"['brides', '❤️']","{'length': 9, 'lexdiv': 1.0, 'longestword': 'brides', 'unigram(brides)': True, 'unigram(❤️)': True, ""bigram(('brides', '❤️'))"": True}",love
2289,marcia-jreis,"Our SAVE THE DATE... Every detail more passionate. Just a little further. , 😍🙏","['save', 'date', 'every', 'detail', 'passionate', 'little', '😍🙏']","{'length': 43, 'lexdiv': 1.0, 'longestword': 'passionate', 'unigram(save)': True, 'unigram(date)': True, 'unigram(every)': True, 'unigram(detail)': True, 'unigram(passionate)': True, 'unigram(little)': True, 'unigram(😍🙏)': True, ""bigram(('save', 'date'))"": True, ""bigram(('date', 'every'))"": True, ""bigram(('every', 'detail'))"": True, ""bigram(('detail', 'passionate'))"": True, ""bigram(('passionate', 'little'))"": True, ""bigram(('little', '😍🙏'))"": True, ""trigram(('save', 'date', 'every'))"": True, ""trigram(('date', 'every', 'detail'))"": True, ""trigram(('every', 'detail', 'passionate'))"": True, ""trigram(('detail', 'passionate', 'little'))"": True, ""trigram(('passionate', 'little', '😍🙏'))"": True}",relief
2290,marcioealine,"And when do you get more than $5,000 in wedding gifts? People who are thrilled. We are very happy ❤️ Our honeymoon is going to be amazing!","['get', '5,000', 'wedding', 'gifts', 'people', 'thrilled', 'happy', '❤️', 'honeymoon', 'going', 'amazing']","{'length': 72, 'lexdiv': 1.0, 'longestword': 'honeymoon', 'unigram(get)': True, 'unigram(5,000)': True, 'unigram(wedding)': True, 'unigram(gifts)': True, 'unigram(people)': True, 'unigram(thrilled)': True, 'unigram(happy)': True, 'unigram(❤️)': True, 'unigram(honeymoon)': True, 'unigram(going)': True, 'unigram(amazing)': True, ""bigram(('get', '5,000'))"": True, ""bigram(('5,000', 'wedding'))"": True, ""bigram(('wedding', 'gifts'))"": True, ""bigram(('gifts', 'people'))"": True, ""bigram(('people', 'thrilled'))"": True, ""bigram(('thrilled', 'happy'))"": True, ""bigram(('happy', '❤️'))"": True, ""bigram(('❤️', 'honeymoon'))"": True, ""bigram(('honeymoon', 'going'))"": True, ""bigram(('going', 'amazing'))"": True, ""trigram(('get', '5,000', 'wedding'))"": True, ""trigram(('5,000', 'wedding', 'gifts'))"": True, ""trigram(('wedding', 'gifts', 'people'))"": True, ""trigram(('gifts', 'people', 'thrilled'))"": True, ""trigram(('people', 'thrilled', 'happy'))"": True, ""trigram(('thrilled', 'happy', '❤️'))"": True, ""trigram(('happy', '❤️', 'honeymoon'))"": True, ""trigram(('❤️', 'honeymoon', 'going'))"": True, ""trigram(('honeymoon', 'going', 'amazing'))"": True}",love
2291,brunno-thayana,We're the first hug after marriage. Such a good feeling 💕,"['first', 'hug', 'marriage', 'good', 'feeling', '💕']","{'length': 33, 'lexdiv': 1.0, 'longestword': 'marriage', 'unigram(first)': True, 'unigram(hug)': True, 'unigram(marriage)': True, 'unigram(good)': True, 'unigram(feeling)': True, 'unigram(💕)': True, ""bigram(('first', 'hug'))"": True, ""bigram(('hug', 'marriage'))"": True, ""bigram(('marriage', 'good'))"": True, ""bigram(('good', 'feeling'))"": True, ""bigram(('feeling', '💕'))"": True, ""trigram(('first', 'hug', 'marriage'))"": True, ""trigram(('hug', 'marriage', 'good'))"": True, ""trigram(('marriage', 'good', 'feeling'))"": True, ""trigram(('good', 'feeling', '💕'))"": True}",worry
2292,brunno-thayana,"And there are still people who say bride doesn't like... Enjoy my wedding very much, drank, danced, took pictures and the best we were very satisfied and realized with the party 💃🍺","['still', 'people', 'say', 'bride', 'doesnt', 'like', 'enjoy', 'wedding', 'much', 'drank', 'danced', 'took', 'pictures', 'best', 'satisfied', 'realized', 'party', '💃🍺']","{'length': 113, 'lexdiv': 1.0, 'longestword': 'satisfied', 'unigram(still)': True, 'unigram(people)': True, 'unigram(say)': True, 'unigram(bride)': True, 'unigram(doesnt)': True, 'unigram(like)': True, 'unigram(enjoy)': True, 'unigram(wedding)': True, 'unigram(much)': True, 'unigram(drank)': True, 'unigram(danced)': True, 'unigram(took)': True, 'unigram(pictures)': True, 'unigram(best)': True, 'unigram(satisfied)': True, 'unigram(realized)': True, 'unigram(party)': True, 'unigram(💃🍺)': True, ""bigram(('still', 'people'))"": True, ""bigram(('people', 'say'))"": True, ""bigram(('say', 'bride'))"": True, ""bigram(('bride', 'doesnt'))"": True, ""bigram(('doesnt', 'like'))"": True, ""bigram(('like', 'enjoy'))"": True, ""bigram(('enjoy', 'wedding'))"": True, ""bigram(('wedding', 'much'))"": True, ""bigram(('much', 'drank'))"": True, ""bigram(('drank', 'danced'))"": True, ""bigram(('danced', 'took'))"": True, ""bigram(('took', 'pictures'))"": True, ""bigram(('pictures', 'best'))"": True, ""bigram(('best', 'satisfied'))"": True, ""bigram(('satisfied', 'realized'))"": True, ""bigram(('realized', 'party'))"": True, ""bigram(('party', '💃🍺'))"": True, ""trigram(('still', 'people', 'say'))"": True, ""trigram(('people', 'say', 'bride'))"": True, ""trigram(('say', 'bride', 'doesnt'))"": True, ""trigram(('bride', 'doesnt', 'like'))"": True, ""trigram(('doesnt', 'like', 'enjoy'))"": True, ""trigram(('like', 'enjoy', 'wedding'))"": True, ""trigram(('enjoy', 'wedding', 'much'))"": True, ""trigram(('wedding', 'much', 'drank'))"": True, ""trigram(('much', 'drank', 'danced'))"": True, ""trigram(('drank', 'danced', 'took'))"": True, ""trigram(('danced', 'took', 'pictures'))"": True, ""trigram(('took', 'pictures', 'best'))"": True, ""trigram(('pictures', 'best', 'satisfied'))"": True, ""trigram(('best', 'satisfied', 'realized'))"": True, ""trigram(('satisfied', 'realized', 'party'))"": True, ""trigram(('realized', 'party', '💃🍺'))"": True}",relief
2293,liange-leonidas,May happiness overflow in our hearts!,"['may', 'happiness', 'overflow', 'hearts']","{'length': 29, 'lexdiv': 1.0, 'longestword': 'happiness', 'unigram(may)': True, 'unigram(happiness)': True, 'unigram(overflow)': True, 'unigram(hearts)': True, ""bigram(('may', 'happiness'))"": True, ""bigram(('happiness', 'overflow'))"": True, ""bigram(('overflow', 'hearts'))"": True, ""trigram(('may', 'happiness', 'overflow'))"": True, ""trigram(('happiness', 'overflow', 'hearts'))"": True}",love
2294,vivi-og,-... I just want the light of life to take you... -,"['want', 'light', 'life', 'take']","{'length': 20, 'lexdiv': 1.0, 'longestword': 'light', 'unigram(want)': True, 'unigram(light)': True, 'unigram(life)': True, 'unigram(take)': True, ""bigram(('want', 'light'))"": True, ""bigram(('light', 'life'))"": True, ""bigram(('life', 'take'))"": True, ""trigram(('want', 'light', 'life'))"": True, ""trigram(('light', 'life', 'take'))"": True}",happiness
